A_tail_bound,c_tail_bound,cutoff,cutoff_monotone_gate,dps,k,kind,lam,log10_A_tail_bound,log10_c_tail_bound,log10_mu_cutoff_tail_bound,log10_mu_series_tail_bound,log10_mu_total_tail_bound,mu_cutoff_tail_bound,mu_series_tail_bound,mu_total_tail_bound,n_sum
1.61047827196736513716379255595623758384135116524550349426213e-13605,1.61047827196736513716379255595623758384135116524550349426213e-13605,8.0,True,120,0,coefficient_tail_bound,0.0,-13604.7930451301602362686408451,-13604.7930451301602362686408451,-107735195702586.515939348915415,-13604.7930451301602362686408451,-13604.7930451301602362686408451,3.04832067094156306974062613219233541943085796188542395520161e-107735195702587,1.61047827196736513716379255595623758384135116524550349426213e-13605,1.61047827196736513716379255595623758384135116524550349426213e-13605,100
1.71784349009852281297471205968665342276410790959520372721294e-13604,1.71784349009852281297471205968665342276410790959520372721294e-13604,8.0,True,120,1,coefficient_tail_bound,0.0,-13603.7650164065599927298671785,-13603.7650164065599927298671785,-107735195702584.709759374931528,-13603.4639864108960115346534396,-13603.4639864108960115346534396,1.95092522940260085616096657000818409899783780370465703098969e-107735195702585,3.43568698019704562594942411937330684552821581919040745442589e-13604,3.43568698019704562594942411937330684552821581919040745442589e-13604,100
1.09941983366305460030381571819945819056902906214093038541628e-13603,5.49709916831527300151907859099729095284514531070465192708142e-13604,8.0,True,120,2,coefficient_tail_bound,0.0,-13602.9588364325761055585847451,-13603.259866428240086753798484,-107735195702582.903579400947641,-13601.8796551865284807308622394,-13601.8796551865284807308622394,1.24859214681766486252027674586465357161057479028840419296525e-107735195702583,1.31930380039566552036457886183934982868283487456911646249954e-13602,1.31930380039566552036457886183934982868283487456911646249954e-13602,100
5.0259192396025353156745861403403802997441328555013960476173e-13603,8.37653206600422552612431023390063383290688809250232674602883e-13604,8.0,True,120,3,coefficient_tail_bound,0.0,-13602.2987844942704564132282669,-13603.0769357446541000457370337,-107735195702581.097399426963754,-13600.2196032482228315855057612,-13600.2196032482228315855057612,7.99098973963305713342422327631505812835043333798624283181916e-107735195702582,6.03110308752304237880950336840845635969295942660167525714075e-13601,6.03110308752304237880950336840845635969295942660167525714075e-13601,100
1.78699350741423477890651951656546855102013612640049637248615e-13602,7.44580628089264491211049798568945229591723386000206821869229e-13604,8.0,True,120,4,coefficient_tail_bound,0.0,-13601.7478770253898753117496282,-13603.1280882671014813346858728,-107735195702579.291219452979866,-13598.5225677436640124581011674,-13598.5225677436640124581011674,5.11423343336515785389995224262230264295898091850395221761443e-107735195702580,3.00214909245591442856295278782998716571382869235283390577673e-13599,3.00214909245591442856295278782998716571382869235283390577673e-13599,100
5.19852656702322844772805677546318123933130509498326217450516e-13602,4.33210547251935703977338064621931769944275424581938514542097e-13604,8.0,True,120,5,coefficient_tail_bound,0.0,-13601.2841197322281943764311337,-13603.3633009782758192041536394,-107735195702577.485039478995979,-13596.8035379453990254529788782,-13596.8035379453990254529788782,3.27310939735370185114137701657831510512705605637780132255818e-107735195702578,1.57203443386782428259296436890006600677378666072293848157036e-13597,1.57203443386782428259296436890006600677378666072293848157036e-13597,100
1.27963730880571777174844474472939845891232125414972607372435e-13601,1.77727404000794134965061770101305341515600174187461954683937e-13604,8.0,True,120,6,coefficient_tail_bound,0.0,-13600.8929131062151251695689444,-13603.7502456026463936298002169,-107735195702575.678859505012092,-13595.06990863856375001015275,-13595.06990863856375001015275,2.09479001430636971250354214264241411217424787274179503528894e-107735195702576,8.51317108802267919188805319773574206745189083960729762327334e-13596,8.51317108802267919188805319773574206745189083960729762327334e-13596,100
2.72989292545219791306334878875605004567961867551941562394527e-13601,5.41645421716705935131616823165882945571352911809407861893904e-13605,8.0,True,120,7,coefficient_tail_bound,0.0,-13600.5638543869509004355815389,-13604.2662849233964257265250277,-107735195702573.872679531028204,-13593.3258765713287073117451005,-13593.3258765713287073117451005,1.34066560915607695377702591659198239823026852761614895037918e-107735195702574,4.72197223015657939176724017367742493341331545236884774837561e-13594,4.72197223015657939176724017367742493341331545236884774837561e-13594,100
5.13862197732178430694277419059962361539692927156595882154405e-13601,1.27445981580401396501556899568443046016788920425743026327977e-13605,8.0,True,120,8,coefficient_tail_bound,0.0,-13600.2891533300092683880530144,-13604.8946738534467372646377198,-107735195702572.066499557044317,-13591.574054259667412826921548,-13591.574054259667412826921548,8.58025989859889466593142311611513578480826769923323201761381e-107735195702573,2.66652549467665659770385327454725172710398990251417284614152e-13592,2.66652549467665659770385327454725172710398990251417284614152e-13592,100
8.65452122496300514853519863679936608908956508895319380470576e-13601,2.38495404127066940821626946560829091961242424188524961549431e-13606,8.0,True,120,9,coefficient_tail_bound,0.0,-13600.0627569526421913735206534,-13605.6225199855189851246954146,-107735195702570.26031958306043,-13589.8161789652580806886352782,-13589.8161789652580806886352782,5.49136633510329396972152343426731104759639465922774703043971e-107735195702571,1.52693670432010651489568019089863677846796895470285266136946e-13590,1.52693670432010651489568019089863677846796895470285266136946e-13590,100
1.31878418666102935596726836370276054690888610879286762738374e-13600,3.63421568193625814585336299521263378226655122572990417599133e-13607,8.0,True,120,10,coefficient_tail_bound,0.0,-13599.8798262690562046654592031,-13606.4395893019329984166339643,-107735195702568.454139609076543,-13588.0534646850552838238237555,-13588.0534646850552838238237555,3.51447445446610902607803908750184469702943352627079065588889e-107735195702569,8.84169063072975962911022434348924915531928689961270874392983e-13589,8.84169063072975962911022434348924915531928689961270874392983e-13589,100
1.83483017274577997351967772341253641309062415136398974244694e-13600,4.59663643565060318843113106113850913172053909973742820678746e-13608,8.0,True,120,11,coefficient_tail_bound,0.0,-13599.7364041267538915682582857,-13607.3375598447889103601832469,-107735195702566.647959635092655,-13586.2867932523550702634018551,-13586.2867932523550702634018551,2.24926365085831034338195403332675615818284114114448887029986e-107735195702567,5.16662269900034649631484413810850037597787895351281763123552e-13587,5.16662269900034649631484413810850037597787895351281763123552e-13587,100
2.34858262111459836610518748596804660875599891374590687033208e-13600,4.90307886469397673432653979854774307383524170638659008723996e-13609,8.0,True,120,12,coefficient_tail_bound,0.0,-13599.6291941571060232017621134,-13608.3095311211886668214095803,-107735195702564.841779661108768,-13584.5168254510256278228241668,-13584.5168254510256278228241668,1.43952873654931898244733635241767504726239635560260078286923e-107735195702565,3.04210744517140401703018022851828502137577512782834702127147e-13585,3.04210744517140401703018022851828502137577512782834702127147e-13585,100
2.78350532872841287834688887225842561037748019406922295743061e-13600,4.47004340940761411676493656847657488212899528787381432454925e-13610,8.0,True,120,13,coefficient_tail_bound,0.0,-13599.5554079429451045375785027,-13609.3496882593345849264324747,-107735195702563.035599687124881,-13582.744069232528690353854295,-13582.744069232528690353854295,9.21298391391564380883342159044101699826809630917779688055193e-107735195702564,1.8027303378793505286104771724552800126671260016760574940868e-13583,1.8027303378793505286104771724552800126671260016760574940868e-13583,100
3.07145415583824869334829116938860757007170228311086671164757e-13600,3.52318692367102590483935887170567478394403569487591276811763e-13611,8.0,True,120,14,coefficient_tail_bound,0.0,-13599.512655962524154648842655,-13610.4530643145918730636225822,-107735195702561.229419713140993,-13580.9689234922847719580196247,-13580.9689234922847719580196247,5.89630970490601352320248993626245331922124557758420585859119e-107735195702562,1.07417862891569576325479467379404271099613576927456115509724e-13581,1.07417862891569576325479467379404271099613576927456115509724e-13581,100
3.17053332215561155442404249743340136265466042127573337976523e-13600,2.4245587431714586872012792235393890986281535964737464210702e-13612,8.0,True,120,15,coefficient_tail_bound,0.0,-13599.4988676780385213524406646,-13611.6153672891619210093018808,-107735195702559.423239739157106,-13579.1917072142362013790710486,-13579.1917072142362013790710486,3.77363821113984960560101763497177876132849106703698287066623e-107735195702560,6.43121140408881076322870617600562345680267092830188872213056e-13580,6.43121140408881076322870617600562345680267092830188872213056e-13580,100
3.07445655481756271944149575508693465469542828729768085310568e-13600,1.46942954131603556800077528699356915068372945240833116428497e-13613,8.0,True,120,16,coefficient_tail_bound,0.0,-13599.512231639596502854417198,-13612.8328512333758272921333698,-107735195702557.617059765173219,-13577.412679486295929006167139,-13577.412679486295929006167139,2.41512845512950435606556269487108254308562812208038502305684e-107735195702558,3.86652225021581834977144031915004755705954518840937794688092e-13578,3.86652225021581834977144031915004755705954518840937794688092e-13578,100
2.81093170726177162920365326179376882715010586267216535141091e-13600,7.90281433985094759260921162752843912972762058438094071548219e-13615,8.0,True,120,17,coefficient_tail_bound,0.0,-13599.5511497056268725138469809,-13614.1022182207844708801033226,-107735195702555.810879791189332,-13575.6320536167844299923379552,-13575.6320536167844299923379552,1.54568221128288317730974342615074130371789037205784599176284e-107735195702556,2.33316999784451667277636627258425726871707412512017320680357e-13576,2.33316999784451667277636627258425726871707412512017320680357e-13576,100
2.43107607114531600363559201020001628294063209744619706067971e-13600,3.79714803115961445891133291412777856083008796847132286629775e-13616,8.0,True,120,18,coefficient_tail_bound,0.0,-13599.6142014513739615345867371,-13615.4205424716348659706468735,-107735195702554.004699817205444,-13573.8500073225172621823654951,-13573.8500073225172621823654951,9.8923661522104548271201710565387904580442564031095305805959e-107735195702555,1.41251372842478847216731363529425304916925568655923999547027e-13574,1.41251372842478847216731363529425304916925568655923999547027e-13574,100
1.99472908401666954144458831606155182190000582354559758825001e-13600,1.63979402155340975283620314780146982384025391350988301918391e-13617,8.0,True,120,19,coefficient_tail_bound,0.0,-13599.7001160800805547650195757,-13616.7852107012942881626160456,-107735195702552.198519843221557,-13572.0666902314928792207761441,-13572.0666902314928792207761441,6.33111433741469268445310987885701916110592438707739909118375e-107735195702553,8.57649361258948487715948381635074671905845504044174438275282e-13573,8.57649361258948487715948381635074671905845504044174438275282e-13573,100
1.55686172411057134942016649058462581221463869154778348351221e-13600,6.3991961816718429378973781377618334588887957600385678797421e-13619,8.0,True,120,20,coefficient_tail_bound,0.0,-13599.8077499584803842834602931,-13618.1938745753580988762705018,-107735195702550.39233986923767,-13570.2822295072022283375015895,-13570.2822295072022283375015895,4.05191317594540433891155858017921035769681909236373961564606e-107735195702551,5.22120196512764737887562722088084483189509848315673023886611e-13571,5.22120196512764737887562722088084483189509848315673023886611e-13571,100
1.15859477143112286468477506276065176722949856115183887145094e-13600,2.26771071775746372107105316066864530104586339226172948119321e-13620,8.0,True,120,21,coefficient_tail_bound,0.0,-13599.9360684357400648337966867,-13619.6444123473516986946141397,-107735195702548.586159895253783,-13568.4967341320781921981148325,-13568.4967341320781921981148325,2.59322443260505943025480117624988342744448632128325187778572e-107735195702549,3.18614743174301086562084786688170624160296242321006049925225e-13569,3.18614743174301086562084786688170624160296242321006049925225e-13569,100
8.23889615239909592664728933518685701140976754596863197476227e-13601,7.32997403719584233073471728700976258923915439922983266648311e-13622,8.0,True,120,22,coefficient_tail_bound,0.0,-13600.0841309711955025371043092,-13621.134897563629342633885701,-107735195702546.779979921269895,-13566.7102982162900621798036279,-13566.7102982162900621798036279,1.65966363686723845350797111115865692412451387885255249506414e-107735195702547,1.94850616270150353381968296214632346153141168637201922087604e-13567,1.94850616270150353381968296214632346153141168637201922087604e-13567,100
5.60946121014406531175985656863786009287473535044672815302963e-13601,2.16983505263891724869112815156625719570446753723732326852414e-13623,8.0,True,120,23,coefficient_tail_bound,0.0,-13600.2510788508113140254498341,-13622.663573279262747001099003,-107735195702544.973799947286008,-13564.923003586466548793559097,-13564.923003586466548793559097,1.06218472759503287785783646049126345868335680005456387102378e-107735195702545,1.19397824437879365476610360233647054664052460781945007577085e-13565,1.19397824437879365476610360233647054664052460781945007577085e-13565,100
3.66332160662469571380235531013084740759166390233255716116221e-13601,5.90431306840521700324116503827552978422984363874101569666433e-13625,8.0,True,120,24,coefficient_tail_bound,0.0,-13600.4361249525199217108055721,-13624.2288306226829607093909856,-107735195702543.167619973302121,-13563.1349218345754578192868767,-13563.1349218345754578192868767,6.79798225660821213101165702298317653511849824042453517957756e-107735195702544,7.32956440630900268068661150169000694754020004147123638350759e-13564,7.32956440630900268068661150169000694754020004147123638350759e-13564,100
2.29855473356843652630736019459190425574378911518905547367041e-13601,1.48186680932523093414680220568483884780670585442911766504516e-13626,8.0,True,120,25,coefficient_tail_bound,0.0,-13600.6385451502979521005720755,-13625.8291908291330287087300112,-107735195702541.361439999318233,-13561.3461159566609933524152086,-13561.3461159566609933524152086,4.35070864422925685998922284724680317430339392554133782248036e-107735195702542,4.50696352513432007973200268025487486029138575099094064679996e-13562,4.50696352513432007973200268025487486029138575099094064679996e-13562,100
1.38780663158848997814784011748945162610945757898207122938591e-13601,3.44120013776541290948459147909396539403589167937095539052578e-13628,8.0,True,120,26,coefficient_tail_bound,0.0,-13600.8576710415788351701363733,-13627.463290068384729742714553,-107735195702539.555260025334346,-13559.5566416761799588609305698,-13559.5566416761799588609305698,2.78445353230672509192383052786235244943980454940792028834318e-107735195702540,2.77560923510158881891419938648149274414926096061026986248209e-13560,2.77560923510158881891419938648149274414926096061026986248209e-13560,100
8.07451131106030532740561522902953673372775318680477806188163e-13602,7.41538076824870121909137557784558199388205614409902845096465e-13630,8.0,True,120,27,coefficient_tail_bound,0.0,-13601.0928837527531730396041399,-13629.1298665437180549240674034,-107735195702537.749080051350459,-13557.7665485220895264895516052,-13557.7665485220895264895516052,1.78205026067630450781091739743174679196251788206685852109532e-107735195702538,1.71179391372083441341035714889913152511896239607091552246168e-13558,1.71179391372083441341035714889913152511896239607091552246168e-13558,100
4.533058981647890710122450654893775008408563192592156104916e-13602,1.48679313649096766297571440157304902132973556773915357412825e-13631,8.0,True,120,28,coefficient_tail_bound,0.0,-13601.3436086301057584623668068,-13630.8277494524128595679697643,-107735195702535.942900077366572,-13555.9758807142838868715640721,-13555.9758807142838868715640721,1.14051216683283517234597328450036112202099140058246317784327e-107735195702536,1.05710782040304160266744862528507771375767502353853028755528e-13556,1.05710782040304160266744862528507771375767502353853028755528e-13556,100
2.45860826123275428345624442299323390286566139259235585351376e-13602,2.7806768186856204100071806458408865390152856906869032362422e-13633,8.0,True,120,29,coefficient_tail_bound,0.0,-13601.6093106634279966765587687,-13632.555849483634053869494573,-107735195702534.136720103382684,-13554.1846778962696524917109338,-13554.1846778962696524917109338,7.29927786773014694203494038172511416822709639504604242337428e-107735195702535,6.5361514047971114686963603136270567793016923489297601508503e-13555,6.5361514047971114686963603136270567793016923489297601508503e-13555,100
1.28976171081062519787868559894727024412624859939271126741706e-13602,4.86238569387649470602348528234471963106498044273119691583335e-13635,8.0,True,120,30,coefficient_tail_bound,0.0,-13601.8894905201188577343758227,-13634.3131505950445773646066549,-107735195702532.330540129398797,-13552.3929757456543881640535925,-13552.3929757456543881640535925,4.67153783534729521987561711529526004592430562534470087249082e-107735195702533,4.04598486959244145996679615479602727846609677205881546387061e-13553,4.04598486959244145996679615479602727846609677205881546387061e-13553,100
6.55117059459365179874887923274803933524443733024869215195965e-13603,7.96704261157438968728886477393912074726468889746023048165219e-13637,8.0,True,120,31,coefficient_tail_bound,0.0,-13602.1836810912525334636094003,-13636.0987028600125257735069366,-107735195702530.52436015541491,-13550.6008064861133156641876827,-13550.6008064861133156641876827,2.98978421462226969398327832722370565796791844785902828060805e-107735195702531,2.50722617950617324757307495052756991986216536478057390015093e-13551,2.50722617950617324757307495052756991986216536478057390015093e-13551,100
3.22519167733841319323021746842980398042803068566089459788783e-13603,1.22569886331913687496751765752909549957918290730157392025418e-13638,8.0,True,120,32,coefficient_tail_bound,0.0,-13602.4914444695754830615334721,-13637.9116162166553813474997029,-107735195702528.718180181431022,-13548.8081993193187023615957435,-13548.8081993193187023615957435,1.91346189735825308623754348842164764738234062503232345958297e-107735195702529,1.55525168550290623603302126161956337182834626935311907160132e-13549,1.55525168550290623603302126161956337182834626935311907160132e-13549,100
1.61058134587510091351690959522600851984528445886832858833539e-13605,1.61058134587510091351690959522600851984528445886832858833539e-13605,8.0,True,120,0,coefficient_tail_bound,0.000001,-13604.7930173353133944605238754,-13604.7930173353133944605238754,-107735195702586.515911554068574,-13604.7930173353133944605238754,-13604.7930173353133944605238754,3.04851576970759724920785163250768312942241752299633592842551e-107735195702587,1.61058134587510091351690959522600851984528445886832858833539e-13605,1.61058134587510091351690959522600851984528445886832858833539e-13605,100
1.71795343560010764108470356824107575450163675612621716089109e-13604,1.71795343560010764108470356824107575450163675612621716089109e-13604,8.0,True,120,1,coefficient_tail_bound,0.000001,-13603.7649886117131509217502088,-13603.7649886117131509217502088,-107735195702584.709731580084686,-13603.4639586160491697265364699,-13603.4639586160491697265364699,1.95105009261286273105144962269281411078697974608299144365285e-107735195702585,3.43590687120021528216940713648215150900327351225243432178217e-13604,3.43590687120021528216940713648215150900327351225243432178217e-13604,100
1.0994901987840688902942102836742884828810475239207789829703e-13603,5.49745099392034445147105141837144241440523761960389491485148e-13604,8.0,True,120,2,coefficient_tail_bound,0.000001,-13602.9588086377292637504677754,-13603.2598386333932449456815143,-107735195702582.903551606100799,-13601.8796273916816389227452697,-13601.8796273916816389227452697,1.24867205927223246247031948837181357483327062341761168795776e-107735195702583,1.31938823854088266835305234040914617945725702870493477956435e-13602,1.31938823854088266835305234040914617945725702870493477956435e-13602,100
5.02624090872717206991638986822531877888478868078070392214992e-13603,8.37706818121195344986064978037553129814131446796783987024987e-13604,8.0,True,120,3,coefficient_tail_bound,0.000001,-13602.2987566994236146051112972,-13603.076907949807258237620064,-107735195702581.097371632116912,-13600.2195754533759897773887915,-13600.2195754533759897773887915,7.99150117934228977323335179661046170624149104200069163158654e-107735195702582,6.03148909047260648389966784187038253466174641693684470657991e-13601,6.03148909047260648389966784187038253466174641693684470657991e-13601,100
1.78710787865855006930360528648011334360348041983313917231997e-13602,7.44628282774395862209835536033380559834783508263807988466655e-13604,8.0,True,120,4,coefficient_tail_bound,0.000001,-13601.7478492305430335036326586,-13603.1280604722546395265689031,-107735195702579.291191658133024,-13598.5225399488171706499841977,-13598.5225399488171706499841977,5.11456075477906674346026167529109189101385356614828458583351e-107735195702580,3.00234123614636411643005688128659041725384710531967380949755e-13599,3.00234123614636411643005688128659041725384710531967380949755e-13599,100
5.19885928337032747433776083339669336321012485769640486493083e-13602,4.33238273614193956194813402783057780267510404808033738744236e-13604,8.0,True,120,5,coefficient_tail_bound,0.000001,-13601.2840919373813525683141641,-13603.3632731834289773960366697,-107735195702577.485011684149137,-13596.8035101505521836448619085,-13596.8035101505521836448619085,3.27331888305860354051275404848136806372798359796021458143505e-107735195702578,1.57213504729118702823973887601916007303474175696739283115508e-13597,1.57213504729118702823973887601916007303474175696739283115508e-13597,100
1.27971920821423445522160266668226298171326150343296119752143e-13601,1.77738778918643674336333703705869858571286319921244610766866e-13604,8.0,True,120,6,coefficient_tail_bound,0.000001,-13600.8928853113682833614519747,-13603.7502178077995518216832472,-107735195702575.67883171016525,-13595.0698808437169082020357803,-13595.0698808437169082020357803,2.0949240851575067937350019998571858402008746739158494093126e-107735195702576,8.5137159484076589836982782209037591647419861300388042548706e-13596,8.5137159484076589836982782209037591647419861300388042548706e-13596,100
2.73006764419036683780608568892216102765495787399031722137906e-13601,5.41680088133009293215493192246460521360110689283793099479972e-13605,8.0,True,120,7,coefficient_tail_bound,0.000001,-13600.5638265921040586274645693,-13604.266257128549583918408058,-107735195702573.872651736181363,-13593.3258487764818655036281308,-13593.3258487764818655036281308,1.34075141450080468578677850155939972915466875811794803385523e-107735195702574,4.72227444605011484962464498652795175004355497346152342670156e-13594,4.72227444605011484962464498652795175004355497346152342670156e-13594,100
5.13895085965245522410557306150053840499756776280530300494882e-13601,1.27454138384237480756586633469755416790614279831480729289405e-13605,8.0,True,120,8,coefficient_tail_bound,0.000001,-13600.2891255351624265799360447,-13604.8946460585998954565207501,-107735195702572.066471762197475,-13591.5740264648205710188045783,-13591.5740264648205710188045783,8.58080905280515215093219662854637269236037748664684838025595e-107735195702573,2.66669615776947662096450540415696098825988986736650734684323e-13592,2.66669615776947662096450540415696098825988986736650734684323e-13592,100
8.65507513204624037744096515621143310315379833735629979780854e-13601,2.38510668321380080947998378422934113292377599684642300424618e-13606,8.0,True,120,9,coefficient_tail_bound,0.000001,-13600.0627291577953495654036837,-13605.6224921906721433165784449,-107735195702570.260291788213588,-13589.8161511704112388805183085,-13589.8161511704112388805183085,5.49171779379529876021056694215275294641553598032553013171423e-107735195702571,1.5270344313964160861102009893277755553825053556288210491397e-13590,1.5270344313964160861102009893277755553825053556288210491397e-13590,100
1.31886859154990329561005183332745647286153117521619806442797e-13600,3.6344482791829345668266419569209007739790872332897874350418e-13607,8.0,True,120,10,coefficient_tail_bound,0.000001,-13599.8797984742093628573422334,-13606.4395615070861566085169946,-107735195702568.454111814229701,-13588.0534368902084420157067859,-13588.0534368902084420157067859,3.51469938802899209204769794690337571874061209625134019699823e-107735195702569,8.84225651703829505100002096677416702545298339259355426549467e-13589,8.84225651703829505100002096677416702545298339259355426549467e-13589,100
1.83494760563464806345746342028167857093778250464862339398674e-13600,4.59693062979659708057124674393157410147552535435862442376828e-13608,8.0,True,120,11,coefficient_tail_bound,0.000001,-13599.736376331907049760141316,-13607.3375320499420685520662772,-107735195702566.647931840245814,-13586.2867654575082284552848854,-13586.2867654575082284552848854,2.24940760833855550563880515253083888249268340825395697571339e-107735195702567,5.16695337343455154284522964319325238356904768680249431861949e-13587,5.16695337343455154284522964319325238356904768680249431861949e-13587,100
2.34873293521234952122555317796054857080036160595023794430302e-13600,4.90339267178303688594266319352701237490722704464919938535283e-13609,8.0,True,120,12,coefficient_tail_bound,0.000001,-13599.6291663622591813936451438,-13608.3095033263418250132926107,-107735195702564.841751866261926,-13584.5167976561787860147071972,-13584.5167976561787860147071972,1.43962086933667588631493351618803383958264226413854636312777e-107735195702565,3.04230214627826394842727121391218700344545527798930865480316e-13585,3.04230214627826394842727121391218700344545527798930865480316e-13585,100
2.78368347877019202515621117387916867650413227371880052658136e-13600,4.47032950134066040883661601689072353267895343101921311485159e-13610,8.0,True,120,13,coefficient_tail_bound,0.000001,-13599.555380148098262729461533,-13609.3496604644877431183155051,-107735195702563.035571892278039,-13582.7440414376818485457373253,-13582.7440414376818485457373253,9.21357356375472799373460310244168677605202792531667631158695e-107735195702564,1.80284571631304530277171627491092563167138090547514586951298e-13583,1.80284571631304530277171627491092563167138090547514586951298e-13583,100
3.07165073519469464844823301945287578097007699168971092588288e-13600,3.52341241484978160302393380641633381886025886188706452402096e-13611,8.0,True,120,14,coefficient_tail_bound,0.000001,-13599.5126281676773128407256853,-13610.4530365197450312555056125,-107735195702561.229391918294152,-13580.968895697437930149902655,-13580.968895697437930149902655,5.8966870808030274016343242888199210693500054691726353576388e-107735195702562,1.07424737854791113213431921484347568673384351884863864224774e-13581,1.07424737854791113213431921484347568673384351884863864224774e-13581,100
3.17073624278162028226914376201587177390459560432486289123394e-13600,2.4247139198966238988551802538779071441618985716212056939499e-13612,8.0,True,120,15,coefficient_tail_bound,0.000001,-13599.4988398831916795443236949,-13611.6153394943150792011849111,-107735195702559.423211944310264,-13579.191679419389359570954079,-13579.191679419389359570954079,3.77387973171393848785824165892986317117480032344780482120484e-107735195702560,6.43162301479007439110095633144997056315488248704217200003806e-13580,6.43162301479007439110095633144997056315488248704217200003806e-13580,100
3.07465332633369239492765455710629990196809270722410947028746e-13600,1.46952358781613569627586682053206493585569610401285193572721e-13613,8.0,True,120,16,coefficient_tail_bound,0.000001,-13599.5122038447496610463002283,-13612.8328234385289854840164001,-107735195702557.617031970326377,-13577.4126516914490871980501694,-13577.4126516914490871980501694,2.41528302829692124074913009472989181685971270918642624142898e-107735195702558,3.86676971555863866422554465502931563554523844069444522668955e-13578,3.86676971555863866422554465502931563554523844069444522668955e-13578,100
2.81111161264794733250528416649718848179939904660490008711996e-13600,7.90332013615400710602146861462623158779534039132962385601191e-13615,8.0,True,120,17,coefficient_tail_bound,0.000001,-13599.5511219107800307057300112,-13614.1021904259376290719863529,-107735195702555.81085199634249,-13575.6320258219375881842209855,-13575.6320258219375881842209855,1.54578113811002998353215073775678581243474159804439387342085e-107735195702556,2.33331932550281281681267151754911846350615531049904809107666e-13576,2.33331932550281281681267151754911846350615531049904809107666e-13576,100
2.43123166499281931459916468453810895723191268895558926453618e-13600,3.79739105641033374463493987489548664879055394177999945033605e-13616,8.0,True,120,18,coefficient_tail_bound,0.000001,-13599.6141736565271197264697674,-13615.4205146767880241625299038,-107735195702554.004672022358603,-13573.8499795276704203742485254,-13573.8499795276704203742485254,9.89299928390419438710309257527447746461935747281786126377777e-107735195702555,1.41260413219629748909740113494865550223075348527509938486803e-13574,1.41260413219629748909740113494865550223075348527509938486803e-13574,100
1.99485675076333892479931461295434581106208220632253478115789e-13600,1.63989897172915897204207929820048006425503004233414281256078e-13617,8.0,True,120,19,coefficient_tail_bound,0.000001,-13599.700088285233712956902606,-13616.7851829064474463544990759,-107735195702552.198492048374715,-13572.0666624366460374126591744,-13572.0666624366460374126591744,6.33151954169868600294426907450034027325978687601799320628706e-107735195702553,8.57704252574572424149396381425234930585236987982419318812181e-13573,8.57704252574572424149396381425234930585236987982419318812181e-13573,100
1.55696136644943525837995286864729429156064952688588080480616e-13600,6.3996057433333033055300655539530929336781660188649475612128e-13619,8.0,True,120,20,coefficient_tail_bound,0.000001,-13599.8077221636335424753433234,-13618.1938467805112570681535322,-107735195702550.392312074390828,-13570.2822017123553865293846199,-13570.2822017123553865293846199,4.05217250668716006281123769652852401628345335452228453634386e-107735195702551,5.2215361327466652943338862635058204554652476146441917555005e-13571,5.2215361327466652943338862635058204554652476146441917555005e-13571,100
