A_tail_bound,c_tail_bound,cutoff,cutoff_monotone_gate,dps,k,kind,lam,log10_A_tail_bound,log10_c_tail_bound,log10_mu_cutoff_tail_bound,log10_mu_series_tail_bound,log10_mu_total_tail_bound,mu_cutoff_tail_bound,mu_series_tail_bound,mu_total_tail_bound,n_sum
1.15866892386934716902694166969100970534746011303135315706505e-13600,2.26785585588777082809481835799002185911075650723896259090597e-13620,8.0,True,120,21,coefficient_tail_bound,0.000001,-13599.9360406408932230256797171,-13619.64438455250485688649717,-107735195702548.586132100406941,-13568.4967063372313503899978628,-13568.4967063372313503899978628,2.5933904042797830935924116386415006039677811730350926414504e-107735195702549,3.18635135170401156565863198963704020352111854437822306196123e-13569,3.18635135170401156565863198963704020352111854437822306196123e-13569,100
8.23942345862646875752491854002495790469304969266740022801814e-13601,7.33044317054632994939739267229097974662062709410573766757487e-13622,8.0,True,120,22,coefficient_tail_bound,0.000001,-13600.0841031763486607289873395,-13621.1348697687825008257687313,-107735195702546.779952126423053,-13566.7102704214432203716866582,-13566.7102704214432203716866582,1.65976985873906159807080393696324804900244594117652005906569e-107735195702547,1.9486308710865421841539011634402521422422484964730821925594e-13567,1.9486308710865421841539011634402521422422484964730821925594e-13567,100
5.60982022714993617533611475065529048830165085458205972971448e-13601,2.16997392652620313025639746080769058179334012036432567402771e-13623,8.0,True,120,23,coefficient_tail_bound,0.000001,-13600.2510510559644722173328644,-13622.6635454844159051929820333,-107735195702544.973772152439166,-13564.9229757916197069854421273,-13564.9229757916197069854421273,1.06225270959299969039517723212553371165369629790321578647686e-107735195702545,1.19405466143175350858792241504423961056546290847712270522789e-13565,1.19405466143175350858792241504423961056546290847712270522789e-13565,100
3.66355606671016240021950351063202644133985361931889615001762e-13601,5.90469095653388606872489104981684512052609556561721271844276e-13625,8.0,True,120,24,coefficient_tail_bound,0.000001,-13600.4360971576730799026886025,-13624.228802827836118901274016,-107735195702543.167592178455279,-13563.1348940397286160111699071,-13563.1348940397286160111699071,6.7984173413951997313602556454062305808742134734581257302541e-107735195702544,7.33003351344227459965810331521035254812431107897792877005202e-13564,7.33003351344227459965810331521035254812431107897792877005202e-13564,100
2.29870184577892542758870808510244796319363364349420934903066e-13601,1.48196165183595571920938442034618857926929457333137887835426e-13626,8.0,True,120,25,coefficient_tail_bound,0.000001,-13600.6385173554511102924551058,-13625.8291630342861869006130415,-107735195702541.361412204471392,-13561.346088161814151544298239,-13561.346088161814151544298239,4.3509870984929289242824812833343414320548416488601651929814e-107735195702542,4.50725198003038689108388470519601286096428226346564404370258e-13562,4.50725198003038689108388470519601286096428226346564404370258e-13562,100
1.38789545405520025816676714572223273249426936965688111639587e-13601,3.44142038162195812878812056974441469786773776100175066090975e-13628,8.0,True,120,26,coefficient_tail_bound,0.000001,-13600.8576432467319933620194036,-13627.4632622735378879345975834,-107735195702539.555232230487504,-13559.5566138813331170528136001,-13559.5566138813331170528136001,2.78463174303547521311641533030991850484452807306877994863975e-107735195702540,2.77578687977720430424486786372826150531838062414186078465004e-13560,2.77578687977720430424486786372826150531838062414186078465004e-13560,100
8.07502809632116513842482702965662680723938542345821740448507e-13602,7.41585536780489293745588270921355355769478844121589368007488e-13630,8.0,True,120,27,coefficient_tail_bound,0.000001,-13601.0928559579063312314871702,-13629.1298387488712131159504337,-107735195702537.749052256503617,-13557.7665207272426846814346355,-13557.7665207272426846814346355,1.78216431554270458540290728914317568698519429912990250154037e-107735195702538,1.71190347203714127272701668977568418655271765037985305118781e-13558,1.71190347203714127272701668977568418655271765037985305118781e-13558,100
4.53334910670661902508060464822828171634491813246777117444776e-13602,1.48688829429672038846233237277464732986361673006834961004008e-13631,8.0,True,120,28,coefficient_tail_bound,0.000001,-13601.3435808352589166542498371,-13630.8277216575660177598527946,-107735195702535.94287228251973,-13555.9758529194370450634471024,-13555.9758529194370450634471024,1.14058516194733122202323761080846706062320136745074095624566e-107735195702536,1.05717547746855039999984188561586111169571335602404960354054e-13556,1.05717547746855039999984188561586111169571335602404960354054e-13556,100
2.45876561719681031868778557192042398174639627523675724715811e-13602,2.78085478769696390594942349087017618677006051210912843490838e-13633,8.0,True,120,29,coefficient_tail_bound,0.000001,-13601.609282868581154868441799,-13632.5558216887872120613776033,-107735195702534.136692308535842,-13554.1846501014228106835939641,-13554.1846501014228106835939641,7.29974503646292166008713316201885748763103837991186011244837e-107735195702535,6.53656973187334213423631050631637514485756325894192026053541e-13555,6.53656973187334213423631050631637514485756325894192026053541e-13555,100
1.28984425820160541308211702133530438386696198045206937555835e-13602,4.8626968965192811470153853392265375943520183818301699408234e-13635,8.0,True,120,30,coefficient_tail_bound,0.000001,-13601.8894627252720159262588531,-13634.3131228001977355564896853,-107735195702532.330512334551955,-13552.3929479508075463559366228,-13552.3929479508075463559366228,4.67183682333627103950434919351324960820416303015544819624671e-107735195702533,4.04624382091044916375021450358207090934133751897781818094782e-13553,4.04624382091044916375021450358207090934133751897781818094782e-13553,100
6.55158988292878939978218169567138734662583863086765397109004e-13603,7.96755251861838180770570050462105494210264148584564455229641e-13637,8.0,True,120,31,coefficient_tail_bound,0.000001,-13602.1836532964056916554924307,-13636.0986750651656839653899669,-107735195702530.524332360568068,-13550.600778691266473856070713,-13550.600778691266473856070713,2.98997556693521421859387722453441505835105804963974282667262e-107735195702531,2.50738664711657040242552974952133410001088598001419082197147e-13551,2.50738664711657040242552974952133410001088598001419082197147e-13551,100
3.2253980962110963198927663732536060783388744028886911857674e-13603,1.22577731055667412426241546224939306801579099782240685419945e-13638,8.0,True,120,32,coefficient_tail_bound,0.000001,-13602.4914166747286412534165025,-13637.9115884218085395393827332,-107735195702528.718152386584181,-13548.8081715244718605534787739,-13548.8081715244718605534787739,1.91358436283853758201918141774126717071030684910052574015864e-107735195702529,1.55535122479600182501226706924154139865290650329495652218292e-13549,1.55535122479600182501226706924154139865290650329495652218292e-13549,100
1.62081838597856036808935996664906406747353665593166378329985e-13605,1.62081838597856036808935996664906406747353665593166378329985e-13605,8.0,True,120,0,coefficient_tail_bound,0.0001,-13604.7902656454760554569438778,-13604.7902656454760554569438778,-107735195702586.513159864231235,-13604.7902656454760554569438778,-13604.7902656454760554569438778,3.06789248623945839881225066708915359075282805722030581193816e-107735195702587,1.62081838597856036808935996664906406747353665593166378329985e-13605,1.62081838597856036808935996664906406747353665593166378329985e-13605,100
1.72887294504379772596198396442566833863843909966044136885317e-13604,1.72887294504379772596198396442566833863843909966044136885317e-13604,8.0,True,120,1,coefficient_tail_bound,0.0001,-13603.7622369218758119181702113,-13603.7622369218758119181702113,-107735195702584.706979890247347,-13603.4612069262118307229564724,-13603.4612069262118307229564724,1.96345119119325386992266683555833158255969911109251428443343e-107735195702585,3.45774589008759545192396792885133667727687819932088273770634e-13604,3.45774589008759545192396792885133667727687819932088273770634e-13604,100
1.10647868482803054461566973723242773672860102378268247606603e-13603,5.53239342414015272307834868616213868364300511891341238033015e-13604,8.0,True,120,2,coefficient_tail_bound,0.0001,-13602.9560569478919247468877779,-13603.2570869435559059421015168,-107735195702582.90079991626346,-13601.8768757018442999191652722,-13601.8768757018442999191652722,1.25660876236368279334751567627510664533078508930213269587481e-107735195702583,1.32777442179363665353880368467891328407432122853921897127924e-13602,1.32777442179363665353880368467891328407432122853921897127924e-13602,100
5.05818827349956820395734737020538393933074753729226274773042e-13603,8.4303137891659470065955789503423065655512458954871045795507e-13604,8.0,True,120,3,coefficient_tail_bound,0.0001,-13602.2960050095862756015312997,-13603.0741562599699192340400665,-107735195702581.094619942279573,-13600.216823763538650773808794,-13600.216823763538650773808794,8.04229607912757190364495729787545989280058462058743599490647e-107735195702582,6.0698259281994818447488168442464607271968970447507152972765e-13601,6.0698259281994818447488168442464607271968970447507152972765e-13601,100
1.79846694168873536140705684273969206731759912437058231030415e-13602,7.49361225703639733919607017808205028048999635154409295960062e-13604,8.0,True,120,4,coefficient_tail_bound,0.0001,-13601.745097540705694500052661,-13603.1253087824173005229889056,-107735195702579.288439968295685,-13598.5197882589798316464042002,-13598.5197882589798316464042002,5.14706949064164731511412113125840528013773293245952257698779e-107735195702580,3.02142446203707540716385549580268267309356652894257828131097e-13599,3.02142446203707540716385549580268267309356652894257828131097e-13599,100
5.23190383036723014227507445160637692310574290725987581179389e-13602,4.35991985863935845189589537633864743592145242271656317649491e-13604,8.0,True,120,5,coefficient_tail_bound,0.0001,-13601.2813402475440135647341665,-13603.3605214935916383924566722,-107735195702577.482259994311798,-13596.800758460714844641281911,-13596.800758460714844641281911,3.29412447401065511161310053880138858592702211336071521980031e-107735195702578,1.58212771830305039502398251416576838154717665515538644548647e-13597,1.58212771830305039502398251416576838154717665515538644548647e-13597,100
1.28785325055193357348309524962618508876449056178704635367234e-13601,1.78868507021101885205985451336970151217290355803756438010047e-13604,8.0,True,120,6,coefficient_tail_bound,0.0001,-13600.8901336215309443578719772,-13603.7474661179622128181032497,-107735195702575.676080020327911,-13595.0671291538795691984557828,-13595.0671291538795691984557828,2.10823966336681980259402467430260223488495268522788261334326e-107735195702576,8.56783010527190367766833607671308415853240280945686198171136e-13596,8.56783010527190367766833607671308415853240280945686198171136e-13596,100
2.74742026784412495676393653253586152269757986514569888783433e-13601,5.45123069016691459675384232646004270376503941497162477744907e-13605,8.0,True,120,7,coefficient_tail_bound,0.0001,-13600.5610749022667196238845717,-13604.2635054387122449148280605,-107735195702573.869900046344024,-13593.3230970866445265000481333,-13593.3230970866445265000481333,1.34927338455476501360362560241445339034841024471602750593783e-107735195702574,4.7522897650574825732133704105501906799326394249787394458559e-13594,4.7522897650574825732133704105501906799326394249787394458559e-13594,100
5.17161462182423521273211582594985698390132680498013908298227e-13601,1.28264251533339166982443348857883357735647986234626465351743e-13605,8.0,True,120,8,coefficient_tail_bound,0.0001,-13600.2863738453250875763560471,-13604.8918943687625564529407526,-107735195702572.063720072360136,-13591.5712747749832320152245808,-13591.5712747749832320152245808,8.6353496611504982627012826449626409271157109521444321165579e-107735195702573,2.68364598497363721781460917301657826631490226351740580471863e-13592,2.68364598497363721781460917301657826631490226351740580471863e-13592,100
8.71008778412502772670672139107344334130749777680865529765434e-13601,2.40026669536073294937905682073232014476066406988774672003261e-13606,8.0,True,120,9,coefficient_tail_bound,0.0001,-13600.0599774679580105618236861,-13605.6197405008348043129984474,-107735195702570.257540098376249,-13589.813399480573899876938311,-13589.813399480573899876938311,5.52662378313632028053719131806328092207771030874085610844248e-107735195702571,1.53674043771121962788541830539054587039505982247733553449151e-13590,1.53674043771121962788541830539054587039505982247733553449151e-13590,100
1.32725147186667089168864325959214374724685680408512842630923e-13600,3.65754925007349782762522944111591641106386905887656643052589e-13607,8.0,True,120,10,coefficient_tail_bound,0.0001,-13599.8770467843720238537622358,-13606.4368098172488176049369971,-107735195702568.451360124392362,-13588.0506852003711030121267883,-13588.0506852003711030121267883,3.53703922120724587068515951574475089474435472703514826595233e-107735195702569,8.89845891550877651194604123502335132571615592444019052353178e-13589,8.89845891550877651194604123502335132571615592444019052353178e-13589,100
1.84661074346667254495811236117167825703910511872713520182154e-13600,4.62614924910481938671965779113475593494244307842095358801693e-13608,8.0,True,120,11,coefficient_tail_bound,0.0001,-13599.7336246420697107565613185,-13607.3347803601047295484862797,-107735195702566.645180150408475,-13586.2840137676708894517048879,-13586.2840137676708894517048879,2.2637051015726379275689706162748486640578915805828864268755e-107735195702567,5.19979512280165027480673018255277573120109285323809394070726e-13587,5.19979512280165027480673018255277573120109285323809394070726e-13587,100
2.36366175163734085754638382229974816901005455197073305833157e-13600,4.93455919904514067916763497721040633060527261698235049388473e-13609,8.0,True,120,12,coefficient_tail_bound,0.0001,-13599.6264146724218423900651462,-13608.3067516365044860097126131,-107735195702564.839000176424587,-13584.5140459663414470111271996,-13584.5140459663414470111271996,1.44877126500648863865564105118294024956642803745193280099473e-107735195702565,3.06163936830561168180620273148707435053120347198658971228844e-13585,3.06163936830561168180620273148707435053120347198658971228844e-13585,100
2.80137689082944101635126971531822005216006465418753547654112e-13600,4.49874342932890318328673274275592599941221435166482096308579e-13610,8.0,True,120,13,coefficient_tail_bound,0.0001,-13599.5526284582609237258815354,-13609.3469087746504041147355075,-107735195702563.0328202024407,-13582.7412897478445095421573277,-13582.7412897478445095421573277,9.27213609604152962346970181088103219325068783340333606413924e-107735195702564,1.81430481084776988551478680384419220772219465006612723691167e-13583,1.81430481084776988551478680384419220772219465006612723691167e-13583,100
3.09117450022559008700829761690286350583179548048279776721779e-13600,3.54580762902770694249200610266476926062046451362744509405777e-13611,8.0,True,120,14,coefficient_tail_bound,0.0001,-13599.5098764778399738371456877,-13610.450284829907692251925615,-107735195702561.226640228456813,-13580.9661440076005911463226574,-13580.9661440076005911463226574,5.93416710146658045410771257228315130627697222149767478143322e-107735195702562,1.08107541832584357316191434380784970170481115700491995358047e-13581,1.08107541832584357316191434380784970170481115700491995358047e-13581,100
3.1908898066844800898150168948674720060199179153370815661603e-13600,2.44012568019111015397299344699511002881408310615222027978169e-13612,8.0,True,120,15,coefficient_tail_bound,0.0001,-13599.4960881933543405407436974,-13611.6125878044777401976049136,-107735195702559.420460254472925,-13579.1889277295520205673740814,-13579.1889277295520205673740814,3.7978669449386124474846822307860450368087585704519384678831e-107735195702560,6.47250314971859894125326781324957756891654679806816591563016e-13580,6.47250314971859894125326781324957756891654679806816591563016e-13580,100
3.09419617617888978406304668593209406644355676638747303385241e-13600,1.47886404860067282058969299817885456291762612494073956350405e-13613,8.0,True,120,16,coefficient_tail_bound,0.0001,-13599.5094521549123220427202308,-13612.8300717486916464804364026,-107735195702557.614280280489038,-13577.4099000016117481944701718,-13577.4099000016117481944701718,2.43063484476071257877787418579926744878718130112429682974397e-107735195702558,3.89134734819445463619590404287489754446376631738401247776068e-13578,3.89134734819445463619590404287489754446376631738401247776068e-13578,100
2.82897936107784208828621411285220028931982332926854677380792e-13600,7.95355454709605550569246654482745311148975394926112034153441e-13615,8.0,True,120,17,coefficient_tail_bound,0.0001,-13599.5483702209426917021500137,-13614.0994387361002900684063553,-107735195702555.808100306505151,-13575.6292741321002491806409879,-13575.6292741321002491806409879,1.55560630064685644234595311609329577647345617296886389440463e-107735195702556,2.34815017125333948332735695387193817540213556066143838658016e-13576,2.34815017125333948332735695387193817540213556066143838658016e-13576,100
2.44668485282407964392321220571001106103336071720522964221226e-13600,3.821527710316423065798182123640818311826908804449787551488e-13616,8.0,True,120,18,coefficient_tail_bound,0.0001,-13599.6114219666897807228897699,-13615.4177629869506851589499063,-107735195702554.001920332521264,-13573.8472278378330813706685279,-13573.8472278378330813706685279,9.95588032413988373935402722096165039888542676066768178737487e-107735195702555,1.42158280638040011963602150720895716564886044753557350971339e-13574,1.42158280638040011963602150720895716564886044753557350971339e-13574,100
2.00753628949668073347545616878770138341198828078377816796903e-13600,1.65032235803138378010177905474367322508044644726576520442127e-13617,8.0,True,120,19,coefficient_tail_bound,0.0001,-13599.6973365953963739533226085,-13616.7824312166101073509190783,-107735195702552.195740358537376,-13572.0639107468086984090791769,-13572.0639107468086984090791769,6.37176340744952719852413087931358192550285847767123410280924e-107735195702553,8.63155919361227559820025366428412966219615779426727710513158e-13573,8.63155919361227559820025366428412966219615779426727710513158e-13573,100
1.56685759180228740173694140002942546998008841427026588719534e-13600,6.44028237280540011747035728680457843933832759908591299286349e-13619,8.0,True,120,20,coefficient_tail_bound,0.0001,-13599.8049704737962034717633258,-13618.1910950906739180645735346,-107735195702550.389560384553489,-13570.2794500225180475258046223,-13570.2794500225180475258046223,4.07792858076769843447147797581601056709365282407912173585846e-107735195702551,5.25472481640396094953849588928126527727844142792466430595327e-13571,5.25472481640396094953849588928126527727844142792466430595327e-13571,100
1.16603355669007434547865406513817709393867044782903507884304e-13600,2.28227060830313182457421299200162248127161110931062254453634e-13620,8.0,True,120,21,coefficient_tail_bound,0.0001,-13599.9332889510558840220997195,-13619.6416328626675178829171724,-107735195702548.583380410569602,-13568.4939546473940113864178652,-13568.4939546473940113864178652,2.60987429169132765560800780087798170092732223786840272750931e-107735195702549,3.20660416703348686781139842173814885757642565276146956716776e-13569,3.20660416703348686781139842173814885757642565276146956716776e-13569,100
8.29179418090719534562598446320481489023054540678424944955054e-13601,7.37703630966668872589644603475271913138298540383231529547101e-13622,8.0,True,120,22,coefficient_tail_bound,0.0001,-13600.081351486511321725407342,-13621.1321180789451618221887337,-107735195702546.777200436585714,-13566.7075187316058813681066606,-13566.7075187316058813681066606,1.67031954668245012041873260622979070121479943940983335930483e-107735195702547,1.9610165928169235244926596570274190346778496436443476108546e-13567,1.9610165928169235244926596570274190346778496436443476108546e-13567,100
5.64547688912830321404322346430966120185909474504459536990675e-13601,2.18376653015110119545500715182319160225953314452020434278513e-13623,8.0,True,120,23,coefficient_tail_bound,0.0001,-13600.2482993661271332137528669,-13622.6607937945785661894020358,-107735195702544.971020462601827,-13564.9202241017823679818621298,-13564.9202241017823679818621298,1.06900450987676834639893774073464650633311988379216129469905e-107735195702545,1.2016442100665403724550765557955248552919589305735576849492e-13565,1.2016442100665403724550765557955248552919589305735576849492e-13565,100
3.68684205004297352753843165016141139713247003758014391504114e-13601,5.94222185075129576994559769203589551635247114155157644295273e-13625,8.0,True,120,24,coefficient_tail_bound,0.0001,-13600.4333454678357408991086049,-13624.2260511379987798976940184,-107735195702543.16484048861794,-13563.1321423498912770075899095,-13563.1321423498912770075899095,6.84162886321131914067127432628712113514736586523570444474887e-107735195702544,7.37662404873500702111198016292436482595553563911277860474937e-13564,7.37662404873500702111198016292436482595553563911277860474937e-13564,100
2.31331265885049319374960417265029734722037335691303147610425e-13601,1.49138117038463893833928726388351887469238491395804271509402e-13626,8.0,True,120,25,coefficient_tail_bound,0.0001,-13600.6357656656137712888751082,-13625.826411344448847897033044,-107735195702541.358660514634053,-13561.3433364719768125407182414,-13561.3433364719768125407182414,4.37864247245524535320918215159895884545408917208114443225622e-107735195702542,4.53590059153587882709944505704525648905814897338385758911648e-13562,4.53590059153587882709944505704525648905814897338385758911648e-13562,100
1.39671707704180721132051572688319839832173485700409447613841e-13601,3.46329444501512670731909959682674920102730894387934447627058e-13628,8.0,True,120,26,coefficient_tail_bound,0.0001,-13600.8548915568946543584394061,-13627.4605105837005489310175858,-107735195702539.552480540650165,-13559.5538621914957780492336025,-13559.5538621914957780492336025,2.80233118237135773208879918999981826996466182363118704135834e-107735195702540,2.79343010014586952672690352192372022269543363191036059827853e-13560,2.79343010014586952672690352192372022269543363191036059827853e-13560,100
8.12635390278869650222845513822951795387191189529654967935077e-13602,7.4629913966655929046606859998960252143349418319285537535797e-13630,8.0,True,120,27,coefficient_tail_bound,0.0001,-13601.0901042680689922279071727,-13629.1270870590338741123704361,-107735195702537.746300566666278,-13557.763769037405345677854638,-13557.763769037405345677854638,1.79349195671766940039918195390506153189023700426701337822088e-107735195702538,1.72278452721723444266502849933913799916052925080726239079287e-13558,1.72278452721723444266502849933913799916052925080726239079287e-13558,100
4.56216359454804014160193972672534341270002071314894017086359e-13602,1.49633912715099607110991197992902761189673019186537418618139e-13631,8.0,True,120,28,coefficient_tail_bound,0.0001,-13601.3408291454215776506698396,-13630.8249699677286787562727971,-107735195702535.940120592682391,-13555.9731012295997060598671049,-13555.9731012295997060598671049,1.14783485229930870544738075277469891867939535135084403578359e-107735195702536,1.06389500628152021722471935397785364158685315137571291501594e-13556,1.06389500628152021722471935397785364158685315137571291501594e-13556,100
2.474393813992157364936645275512050664515265471538408228265e-13602,2.79853022027071152983735729735411359326097990296271034236146e-13633,8.0,True,120,29,coefficient_tail_bound,0.0001,-13601.6065311787438158648618015,-13632.5530699989498730577976058,-107735195702534.133940618698503,-13554.1818984115854716800139665,-13554.1818984115854716800139665,7.34614305471557756569142435232194674039332152914778939698105e-107735195702535,6.57811692019489110582334949713764421103193270545525544742062e-13555,6.57811692019489110582334949713764421103193270545525544742062e-13555,100
1.29804265652047599472086309535058395515554909982342726728656e-13602,4.89360475675752835818554281504544453466400857348670660959381e-13635,8.0,True,120,30,coefficient_tail_bound,0.0001,-13601.8867110354346769226788555,-13634.3103711103603965529096877,-107735195702532.327760644714616,-13552.3901962609702073523566253,-13552.3901962609702073523566253,4.70153155501797082657255160760752193098111015148144310074049e-107735195702533,4.07196221158293587140802749199864664604206195013099091302627e-13553,4.07196221158293587140802749199864664604206195013099091302627e-13553,100
6.59323254105638600493136810336804548650437638005550357986822e-13603,8.01819519796420417111814490944466078388368020233356945760378e-13637,8.0,True,120,31,coefficient_tail_bound,0.0001,-13602.1809016065683526519124331,-13636.0959233753283449618099694,-107735195702530.521580670730729,-13550.5980270014291348524907155,-13550.5980270014291348524907155,3.00898019521150208710565864302694068627133214596145296040297e-107735195702531,2.52332388476504470507570465535916135018225553227164897213565e-13551,2.52332388476504470507570465535916135018225553227164897213565e-13551,100
3.24589909713545157165851968165811470104830837171963253162743e-13603,1.23356849199449294940279152452994781290518156958977991655443e-13638,8.0,True,120,32,coefficient_tail_bound,0.0001,-13602.4886649848913022498365049,-13637.9088367319712005358027357,-107735195702528.715400696746842,-13548.8054198346345215498987763,-13548.8054198346345215498987763,1.92574732493536182093112592459868757516503644522729721191528e-107735195702529,1.56523721590348619244080633390894439445151604709527517779245e-13549,1.56523721590348619244080633390894439445151604709527517779245e-13549,100
3.05424124932218722320632667044104273693977939275599852205718e-13605,3.05424124932218722320632667044104273693977939275599852205718e-13605,8.0,True,120,0,coefficient_tail_bound,0.01,-13604.5150966617421550989441225,-13604.5150966617421550989441225,-107735195702586.237990880497334,-13604.5150966617421550989441225,-13604.5150966617421550989441225,5.78108186643071573433049066949538662144618818588221261238229e-107735195702587,3.05424124932218722320632667044104273693977939275599852205718e-13605,3.05424124932218722320632667044104273693977939275599852205718e-13605,100
3.257857332610333038086748448470445586069098018939731756861e-13604,3.257857332610333038086748448470445586069098018939731756861e-13604,8.0,True,120,1,coefficient_tail_bound,0.01,-13603.487067938141911560170456,-13603.487067938141911560170456,-107735195702584.431810906513447,-13603.1860379424779303649567171,-13603.1860379424779303649567171,3.69989239451565900214300641706598360689742513514465328703989e-107735195702585,6.51571466522066607617349689694089117213819603787946351372199e-13604,6.51571466522066607617349689694089117213819603787946351372199e-13604,100
2.08502869287061314437551900702108517508422273212142832439104e-13603,1.04251434643530657218775950351054258754211136606071416219552e-13603,8.0,True,120,2,coefficient_tail_bound,0.01,-13602.6808879641580243888880226,-13602.9819179598220055841017615,-107735195702582.62563093252956,-13601.6017067181103995611655169,-13601.6017067181103995611655169,2.36793113249002235796127923561944927297427132969614598499234e-107735195702583,2.50203443144473577325062280842530221010106727854571398926925e-13602,2.50203443144473577325062280842530221010106727854571398926925e-13602,100
9.53155973883708866000237260352496080038501820398367234007332e-13603,1.58859328980618144333372876725416013339750303399727872334555e-13603,8.0,True,120,3,coefficient_tail_bound,0.01,-13602.0208360258523752435315444,-13602.7989872762360188760403112,-107735195702580.819450958545672,-13599.9416547798047504158090387,-13599.9416547798047504158090387,1.51547592479361469091266199316286057844743450289617584384473e-107735195702581,1.1437871686604506392002847124229952960462021844780406808088e-13600,1.1437871686604506392002847124229952960462021844780406808088e-13600,100
3.38899901825318707911195470347554161791467313919419460980385e-13602,1.41208292427216128296331445978147567413111380799758108741827e-13603,8.0,True,120,4,coefficient_tail_bound,0.01,-13601.4699285569717941420529057,-13602.8501397986834001649891503,-107735195702579.013270984561785,-13598.2446192752459312884044449,-13598.2446192752459312884044449,9.69904591867913646547267376338858250634808250350461437077842e-107735195702580,5.69351835066535429290808390183890991809665087384624694447046e-13599,5.69351835066535429290808390183890991809665087384624694447046e-13599,100
9.85890623491836241196205004647430288847904913220129341033846e-13602,8.21575519576530200996837503872858574039920761016774450861538e-13604,8.0,True,120,5,coefficient_tail_bound,0.01,-13601.0061712638101132067344112,-13603.0853525098577380344569169,-107735195702577.207091010577898,-13596.5255894769809442832821557,-13596.5255894769809442832821557,6.20738938795464890182675889314309672637191707025495103028019e-107735195702578,2.98133324543931279337732393405382919347606445757767112728635e-13597,2.98133324543931279337732393405382919347606445757767112728635e-13597,100
2.42680768859528920909835078067059763408715055561877991639101e-13601,3.37056623416012390152548719537583004734326466058163877276529e-13604,8.0,True,120,6,coefficient_tail_bound,0.01,-13600.6149646377970439998722219,-13603.4722971342283124601034944,-107735195702575.40091103659401,-13594.7919601701456688404560275,-13594.7919601701456688404560275,3.97272920829097629808064420973970476559879969823639362047062e-107735195702576,1.61450661906867400502895080736453519400549952164206190277661e-13595,1.61450661906867400502895080736453519400549952164206190277661e-13595,100
5.17718973566995031274314833209727495271925451865339715496748e-13601,1.02722018564879966522681514525739582395223303941535657836656e-13604,8.0,True,120,7,coefficient_tail_bound,0.01,-13600.2859059185328192658848164,-13603.9883364549783445568283052,-107735195702573.594731062610123,-13593.047928102910626142048378,-13593.047928102910626142048378,2.54254669330622547135498414583573246512799546472727776422501e-107735195702574,8.95513004710091181456058047818195520941717068004130335406759e-13594,8.95513004710091181456058047818195520941717068004130335406759e-13594,100
9.74529832596696529457533803688898814629506732922992405640937e-13601,2.41698867211482274171015328295857840929937185744789783145074e-13605,8.0,True,120,8,coefficient_tail_bound,0.01,-13600.0112048615911872183562919,-13604.6167253850286560949409973,-107735195702571.788551088626236,-13591.2961057912493316572248255,-13591.2961057912493316572248255,1.62722988371598471164054783836056106531598605170454892332198e-107735195702572,5.05701461483345608351656309356157470649440226637626542347346e-13592,5.05701461483345608351656309356157470649440226637626542347346e-13592,100
1.64131340226812047066532009042340852990232712913346089371105e-13600,4.52301973729089635875584240085815842675905844668612459686688e-13606,8.0,True,120,9,coefficient_tail_bound,0.01,-13599.7848084842241102038239309,-13605.3445715171009039549986921,-107735195702569.982371114642349,-13589.5382304968399995189385557,-13589.5382304968399995189385557,1.04142712557823047783289972696733435833054414041026720227915e-107735195702570,2.89580626365200011519264244515525962140311035043019830565217e-13590,2.89580626365200011519264244515525962140311035043019830565217e-13590,100
